timestamp,service,status_code,response_time_ms,cpu_percent,memory_percent,healthy
2026-08-09 11:27:35,product-service,200,108.67,20.5,78.2,True
2026-08-09 11:27:41,product-service,200,41.59,20.3,78.6,True
2026-08-09 11:27:46,product-service,200,45.27,13.3,78.6,True
2026-08-09 11:27:51,product-service,200,53.85,13.1,78.5,True
2026-08-09 11:27:56,product-service,200,43.92,9.6,78.6,True
2026-08-09 11:28:01,product-service,200,42.65,11.8,78.5,True
2026-08-09 11:28:06,product-service,200,40.78,7.9,78.5,True
2026-08-09 11:28:12,product-service,200,40.94,17.9,78.7,True
2026-08-09 11:28:17,product-service,200,45.57,13.0,78.6,True
2026-08-09 11:28:22,product-service,200,49.23,19.4,82.5,True
2026-08-09 14:37:13,product-service,200,95.37,8.3,76.3,True
2026-08-09 14:37:18,product-service,200,56.85,15.6,76.4,True
2026-08-09 14:37:24,product-service,200,69.84,10.4,76.4,True
2026-08-09 14:37:29,product-service,200,49.84,14.5,76.2,True
2026-08-09 14:37:34,product-service,200,37.48,14.3,76.3,True
2026-08-09 14:37:39,product-service,200,62.06,11.1,76.5,True
2026-08-09 14:37:44,product-service,200,48.87,26.0,76.5,True
2026-08-09 14:37:50,product-service,200,141.44,18.5,76.6,True
2026-08-09 14:37:55,product-service,200,54.67,26.0,76.7,True
2026-08-09 14:38:00,product-service,200,58.94,15.5,76.7,True
2026-08-09 14:38:05,product-service,200,52.6,8.8,76.6,True
2026-08-09 15:57:30,product-service,200,152.94,8.3,80.5,True
2026-08-09 15:57:35,product-service,200,65.19,18.1,80.5,True
2026-08-09 15:57:40,product-service,200,69.37,10.8,80.5,True
2026-08-09 15:57:45,product-service,200,63.21,10.0,80.6,True
2026-08-09 15:57:51,product-service,200,47.37,12.3,80.6,True
2026-08-09 15:57:56,product-service,200,51.52,9.7,80.6,True
2026-08-09 15:58:01,product-service,200,49.75,9.5,80.6,True
2026-08-09 15:58:06,product-service,200,59.8,9.5,80.6,True
2026-08-09 16:35:44,product-service,200,44.62,8.9,78.5,True
2026-08-09 16:35:49,product-service,200,62.27,13.1,78.5,True
2026-08-09 16:35:54,product-service,200,58.82,8.8,78.4,True
2026-08-09 16:35:59,product-service,200,65.56,13.6,78.4,True
2026-08-09 16:36:04,product-service,200,69.14,15.8,78.5,True
2026-08-09 16:36:09,product-service,200,49.86,16.4,78.4,True
2026-08-09 16:36:15,product-service,200,55.23,11.3,78.4,True
2026-08-09 16:36:20,product-service,200,52.15,20.5,78.4,True
2026-08-09 16:36:25,product-service,200,38.07,10.1,78.4,True
2026-08-09 16:38:12,product-service,200,37.26,17.3,77.8,True
2026-08-09 16:38:17,product-service,200,49.87,8.3,77.8,True
2026-08-09 16:38:22,product-service,200,61.15,12.5,77.8,True
2026-08-09 16:38:28,product-service,200,68.43,9.9,77.9,True
2026-08-09 16:38:33,product-service,200,51.52,10.8,77.8,True
2026-08-09 16:38:38,product-service,200,55.0,17.1,77.8,True
2026-08-09 16:38:43,product-service,200,61.97,11.4,77.9,True
2026-08-09 16:38:48,product-service,200,62.94,10.4,77.9,True
2026-08-09 16:38:54,product-service,200,50.0,9.2,77.8,True
2026-08-09 16:38:59,product-service,200,50.5,10.1,77.8,True
2026-08-09 16:43:24,product-service,200,2044.74,8.3,77.9,True
2026-08-09 16:43:32,product-service,200,2062.97,9.5,77.9,True
2026-08-09 16:43:39,product-service,200,2054.14,9.7,77.9,True
2026-08-09 16:43:46,product-service,200,2058.3,14.7,77.8,True
2026-08-09 16:43:53,product-service,200,2057.35,20.8,78.4,True
2026-08-09 16:47:16,product-service,200,40.91,13.1,78.8,True
2026-08-09 16:47:21,product-service,200,61.44,10.0,78.7,True
2026-08-09 16:47:27,product-service,200,68.77,10.4,78.6,True
2026-08-09 16:47:32,product-service,200,48.18,9.7,78.6,True
2026-08-09 16:47:37,product-service,200,61.82,8.3,78.6,True
2026-08-09 16:47:42,product-service,200,38.61,11.6,78.6,True
2026-08-09 18:15:56,product-service,200,78.23,25.0,93.9,True
2026-08-09 18:16:01,product-service,200,62.3,46.3,94.1,True
2026-08-09 18:16:06,product-service,200,57.19,34.7,93.9,True
2026-08-09 18:16:11,product-service,200,59.7,12.0,93.9,True
2026-08-09 18:16:17,product-service,200,69.67,13.1,93.8,True
2026-08-09 18:16:22,product-service,200,62.54,22.2,93.7,True
2026-08-09 18:16:27,product-service,200,184.69,17.8,93.7,True
2026-08-09 18:16:32,product-service,200,67.72,23.8,93.7,True
2026-08-09 18:16:37,product-service,200,62.62,23.2,90.8,True
2026-08-09 18:16:43,product-service,200,63.77,8.3,91.0,True
2026-08-09 18:16:48,product-service,200,71.17,20.5,91.2,True
2026-08-09 18:16:53,product-service,200,72.68,21.1,91.3,True
2026-08-09 18:16:58,product-service,200,71.73,9.7,91.3,True
2026-08-09 18:17:03,product-service,200,55.29,15.3,91.2,True
2026-08-09 18:17:09,product-service,200,67.23,8.5,90.2,True
2026-08-09 18:17:14,product-service,200,59.69,24.7,90.4,True
2026-08-09 18:17:19,product-service,200,55.7,16.7,90.6,True
2026-08-09 18:17:24,product-service,200,56.06,30.1,90.9,True
2026-08-09 18:17:29,product-service,200,63.02,62.7,91.4,True
2026-08-09 18:17:35,product-service,200,66.98,34.8,91.8,True
2026-08-09 18:17:40,product-service,200,52.04,11.0,91.4,True
2026-08-09 18:17:45,product-service,200,64.72,43.1,91.4,True
2026-08-09 18:17:50,product-service,200,59.54,34.5,91.7,True
2026-08-09 18:17:55,product-service,200,61.39,19.4,92.4,True
2026-08-09 18:18:00,product-service,200,64.89,12.5,92.8,True
2026-08-09 18:18:06,product-service,200,173.88,12.3,92.2,True
2026-08-09 18:18:11,product-service,200,40.14,9.7,92.5,True
2026-08-09 18:18:16,product-service,200,61.66,20.5,92.3,True
2026-08-09 18:18:21,product-service,200,65.6,15.0,92.3,True
2026-08-09 18:18:26,product-service,200,63.65,12.5,92.2,True
2026-08-09 18:18:32,product-service,200,72.54,12.7,91.9,True
2026-08-09 18:18:37,product-service,200,53.87,27.0,91.9,True
2026-08-09 18:18:42,product-service,200,159.97,15.9,91.9,True
2026-08-09 18:18:47,product-service,200,62.13,11.0,91.8,True
2026-08-09 18:18:53,product-service,200,55.88,33.8,92.0,True
2026-08-09 18:18:58,product-service,200,60.58,14.5,92.1,True
2026-08-09 18:19:03,product-service,200,69.16,44.9,93.6,True
2026-08-09 18:19:08,product-service,200,140.95,12.2,93.7,True
2026-08-09 18:19:13,product-service,200,42.52,54.8,92.1,True
2026-08-09 18:19:18,product-service,200,61.47,11.0,93.2,True
2026-08-09 18:19:24,product-service,200,58.37,11.1,93.0,True
2026-08-09 18:19:29,product-service,200,58.93,11.7,94.8,True
2026-08-09 18:19:34,product-service,200,48.2,26.4,94.5,True
2026-08-09 18:19:41,product-service,200,2065.73,18.4,94.7,True
2026-08-09 18:19:46,product-service,200,66.03,18.3,94.2,True
2026-08-09 18:19:52,product-service,200,63.95,27.4,94.3,True
2026-08-09 18:19:57,product-service,200,70.92,23.3,94.1,True
2026-08-09 18:20:02,product-service,200,60.36,20.0,92.6,True
2026-08-09 18:20:07,product-service,200,54.59,19.4,92.6,True
2026-08-09 18:20:12,product-service,200,49.6,23.8,92.8,True
2026-08-09 18:20:18,product-service,200,63.04,22.2,92.8,True
2026-08-09 18:20:23,product-service,200,60.63,17.5,92.4,True
2026-08-09 18:20:28,product-service,200,63.54,13.0,92.4,True
2026-08-09 18:20:33,product-service,200,68.39,19.4,92.5,True
2026-08-09 18:20:38,product-service,200,62.14,13.9,92.5,True
2026-08-09 18:20:43,product-service,200,60.11,26.7,92.6,True
2026-08-09 18:20:49,product-service,200,62.23,26.0,93.0,True
2026-08-09 18:20:54,product-service,200,49.39,24.1,92.7,True
2026-08-09 18:20:59,product-service,200,64.59,12.5,92.7,True
2026-08-09 18:21:04,product-service,200,40.84,28.0,92.6,True
2026-08-09 18:21:09,product-service,200,44.84,9.7,92.6,True
2026-08-09 18:21:15,product-service,200,238.83,10.5,92.9,True
2026-08-09 18:21:20,product-service,200,96.57,58.3,93.7,True
2026-08-09 18:21:25,product-service,200,129.08,75.3,93.8,True
2026-08-09 18:21:30,product-service,200,117.59,37.2,94.3,True
2026-08-09 18:21:36,product-service,200,138.95,20.0,94.4,True
2026-08-09 18:21:41,product-service,200,131.57,32.9,94.3,True
2026-08-09 18:21:46,product-service,200,119.79,35.7,94.4,True
2026-08-09 18:21:51,product-service,200,106.92,31.2,94.2,True
2026-08-09 18:21:57,product-service,200,129.15,19.0,94.1,True
2026-08-09 18:22:02,product-service,200,123.15,83.7,93.8,True
2026-08-09 18:22:07,product-service,200,103.94,15.8,93.1,True
2026-08-09 18:22:12,product-service,200,138.7,11.1,93.1,True
2026-08-09 18:22:18,product-service,200,87.51,24.7,93.3,True
2026-08-09 18:22:23,product-service,200,86.54,22.2,93.5,True
2026-08-09 18:22:28,product-service,200,97.84,16.7,93.2,True
2026-08-09 18:22:33,product-service,200,85.28,19.7,93.4,True
2026-08-09 18:22:39,product-service,200,109.34,38.8,93.6,True
2026-08-09 18:22:44,product-service,200,91.12,28.4,93.8,True
2026-08-09 18:22:49,product-service,200,89.63,15.0,93.6,True
2026-08-09 18:22:54,product-service,200,104.33,8.8,93.1,True
2026-08-09 18:22:59,product-service,200,99.56,24.4,92.9,True
2026-08-09 18:23:05,product-service,200,117.93,17.7,92.9,True
2026-08-09 18:23:10,product-service,200,115.46,17.6,93.1,True
2026-08-09 18:23:15,product-service,200,129.51,26.4,92.7,True
2026-08-09 18:23:20,product-service,200,132.22,18.7,92.7,True
2026-08-09 18:23:26,product-service,200,109.42,15.5,92.7,True
2026-08-09 18:23:31,product-service,200,122.79,13.1,92.7,True
2026-08-09 18:23:36,product-service,200,110.19,24.7,93.0,True
2026-08-09 18:23:41,product-service,200,112.73,11.9,93.3,True
2026-08-09 18:23:47,product-service,200,104.37,25.3,93.1,True
2026-08-09 18:23:52,product-service,200,119.99,29.5,93.0,True
2026-08-09 18:23:57,product-service,200,123.75,22.8,93.0,True
